ID,Doc,Labels
#54,"#oursaigon - Cơm tấm sườn chả [37k]: cơm tấm đúng là cơm tấm chứ không phải trá hình như nhiều chỗ khác, mỡ hành hơi ít, thịt sườn lớn, dày, chả mềm và có trứng muối khá ngon, không quá bở và mặn như những chỗ khác, nước mắm cũng ok, phần đồ xào kèm theo không bị nấu qua loa. Nói chung là không uổng 37k. Tuy nhiên có một số góp ý nhỏ, tại mình khó tính thôi, cơm nên khô hơn, mỡ hành thơm và nhiều hơn, sườn nóng và ướp nồng hơn, chả ngon,nhưng nếu mặt chả mịn hơn thì sẽ hấp dẫn hơn.- Trà tắc [free]: đặc biệt thứ 2 đến thứ 6, uống rất đã. Còn t7-cn thì free trà đáBonus: free cơm thêm, nếu ăn bì thì bì làm từ thịt nạc chứ không mỡ nha!Ngoài ra còn có những món thịt, cá, đậu hủ khác, thấy nhiều người ăn và nhìn cũng khá nhiều và hấp dẫn chứ không lèo tèo hay bị quá lửa như mấy chỗ cơm hộp 25-30k. Quán có ngồi bên ngoài và trong nhà, lúc nào cũng đông nhưng không gian khá thoáng, phục vụ nhanh (nên mình có thể châm chước cho việc đồ ăn không nóng như mong đợi).","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, neutral}', '{FOOD#PRICES, positive}', '{DRINKS#PRICES, positive}', '{DRINKS#QUALITY, positive}', '{DRINKS#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#55,"#oursaigon - Quán này khá là thân thuộc đối với các bạn fans của các nhóm nhạc thần tượng HQ như SuJu, BigBang, blah blah .. Giá bình thường nhưng đồ ăn lại khá ngon, là một trong những quán mình đánh giá cao độ ngon của món tokbokki ^~^ Có thể gọi thêm mì ramen hoặc không, nhưng của mình là có thêm mì remen hen, còn không có mì ramen thì là 28.000/phần. Ăn khá là no nè :P","['{RESTAURANT#GENERAL, positive}', '{RESTAURANT#PRICES, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#56,"#oursaigon #hand mắc cười nhất là cả đám đi ăn ốc, cơ mà quán lạ ngu quá ko chịu hỏi giá, mới ăn lưng bụng thì kêu tính tiền vì sợ đắt, ai ngờ có 20k/ dĩa thôi, siêu đao lòng. 😪","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#57,"#oursaigon #hand Xiên nướng đồng giá chỉ 5k hoyyy mà đa dạng lớm. Ở đây có mề gà nướng, chân gà nướng, bò cuộn phô ma, bạch tuột, răng mực, cá kèo, cá trứng...v.v lại có cả lẩu. Thích nhất là bạch tuột ở đây, ướp đều mà cay cay đậm đà giòn tươi. Với cả mề gà cũng ướp đậm ăn thích lớm. Giá cả vừa túi tiền mà đồ ăn không quá ít thì ok quá dòy","['{FOOD#PRICES, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#58,#oursaigon ăn cơm với xiên nướng cũng thú vị ghê.,"['{FOOD#QUALITY, positive}']"
#59,"#oursaigon ăn ở đây cả trăm lần nhưng bây giờ mới review. Thật mừng khi Ti Ti mở gần nhà mình, đỡ tốn công đi xa. Chắc vì lấy tên steak gấu nên ít ai biết, khách ko đông như những chỗ khác. Khỏi chờ đợi, chen lấn xếp hàng, khỏe re.","['{LOCATION#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, negative}', '{RESTAURANT#GENERAL, positive}']"
#60,"#oursaigon Bắp bò thái to, gân cũng đồ sộ cuộn chung với rau sống chấm mắm nêm thì ngon lành. Thịt bò mềm, không bị dai. Gân bò giòn giòn dễ ăn, chấm mắm nêm thật là truyền thống luônnn","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#61,"#oursaigon Bò lá lốt nhìn hấp dẫn, ăn cũng ổn. Quán nhỏ nhưng sạch sẽ","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, positive}', '{AMBIENCE#GENERAL, negative}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#62,"#oursaigon Cơm hến ở đây là tuyệt nhất mà mình từng ăn luônn. Hến cả đống to béo, đầy thịt, tóp mỡ cũng giày cộm, có đậu phộng rang ..v.v. Ngon ở chổ khi trộng hến đều với các nguyên liệu trong cơm, thì đậm đà, thơm mùi hến, hơi cay cay kiểu ớt, ăn thích cựccc. Đã vậy còn có thêm chén nước hến, nóng hổi, ngọt vị thịt hến ra chứ không kiểu mì chính. Tuy hơi đắt nhưng ăn rất ngon😘","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, negative}']"
#63,"#oursaigon con mực này nhìn nhỏ vậy thôi chứ to lắm, cắn phát đã lắm, cơ mà 2,3 con thì chắc là còn đã hơn. :#3","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#64,"#oursaigon được ướp khá đậm đà, cơ mà ko thích ăn cái gì nhìu xương nên mình chỉ ăn 1 cái cho zui thôi. :d","['{FOOD#QUALITY, positive}']"
#65,"#oursaigon lần nào ăn ở đây xong về cũng no vật vã, sườn ướp rất đều, vừa miệng và quan trọng hơn là rất TO. :#3","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#66,"#oursaigon Món chủ đạo của quán vẫn là món phở, mà có sự kết hợp công thức với mì udon truyền thống của Nhật Bản, nên cho ra đời nhìu loại khác nhau","['{FOOD#STYLE&OPTIONS, positive}']"
#67,"#oursaigon Nhiêu đây mà chỉ có 88k thôi ấy, đi với bạn bè hay người yêu dễ share tiền, hị hị","['{FOOD#PRICES, positive}']"
#68,#oursaigon sự kết hợp đặc biệt từ Bánh Oreo Béo Ngậy cùng Đậu Phộng giòn giòn bùi bùi. Miễn chê luôn nhé,"['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#69,"#oursaigon sườn to quá xá! ăn còn có trà tắc miễn phí, trong phòng máy lạnh, ngay trung tâm quận 1 mà giá chỉ 25 - 50k thôi nha.","['{FOOD#STYLE&OPTIONS, positive}', '{DRINKS#PRICES, positive}', '{AMBIENCE#GENERAL, positive}', '{LOCATION#GENERAL, positive}', '{FOOD#PRICES, positive}']"
#70,#oursaigon thịt xiên nướng đồng giá 5k cơ mà ăn ko quá ít. 😘😘😘 quán ngồi siêu mát mẻ luôn.,"['{FOOD#PRICES, positive}', '{FOOD#STYLE&OPTIONS, neutral}', '{AMBIENCE#GENERAL, positive}']"
#71,"#oursaigon thơm lừng, đánh thức các giác quan. :)","['{FOOD#QUALITY, positive}']"
#72,"#oursaigonPhở khô nhưng thật ra cọng như hủ tiếu khô vậy đó. Được cái nhiều thịt bằm, nêm nếm trong tô phở khô sẵn nên ăn vừa miệng. Ăn cùng nước dùng tái, bò viên nhiều mà đậm đà không kém. Hẳn là một bữa ăn sáng ngon lành","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}']"
#73,#pepsilakhi mình mê ăn bánh cuốn nóng và trứng hấp ntn 😍😍. Tất cả hết 86k thôi nha :#3,"['{FOOD#QUALITY, positive}', '{RESTAURANT#PRICES, positive}']"
#74,"#sisNgon lắm luônn,  món udon dành cho những bạn thích udon mặn và cayyy","['{FOOD#QUALITY, positive}']"
#75,"#thatthemthuong hơi bé so với các quán bình thường thì phải , ăn cx ổn","['{AMBIENCE#GENERAL, negative}', '{FOOD#QUALITY, neutral}']"
#76,"#trungthuvuiMenu bánh trung thu rau câu:Combo 2 bánh fomai :70k Combo 2 bánh trái cây: 65k Combo 2 bánh flan :55k. Khách iu tự chọn vị bánh nha: Sô cô la, Trà xanh , Café, Khoai môn, Lá dứa Chanh dây, Dâu tây, Vải, Dưa lưới. Có 2 loại hộp: Hộp 2 bánh và Hộp 4 bánh  *Để đảm bảo độ tươi mới của bánh nên shop nhận làm bánh theo đơn đặt hàng. Khách mua bánh vui lòng đặt bánh trước 2 tiếng ( với nhân fomai hoặc trái cây, trước 24h với nhân flan). Shop có dịch vụ giao hàng trong TP và nhận gửi xe các tỉnh lân cận. Có giá ưu đãi với đơn hàng số lượng lớn. Chi tiết liên hệ: facebook.com/oohladeli Zalo/ imess :0932798602Viber :0979950027","['{FOOD#STYLE&OPTIONS, positive}', '{SERVICE#GENERAL, positive}']"
#77,"• Bún bò huế cho bữa sáng chất lượng.• Tô thập cẩm 50k cực kì chất lượng 👍🏻 nước lèo thoảng mùi mắm đúng chất Huế, k ăn cay đc phải dzặn, k là nước lèo cay lắm 😂 ăn toát mồ hôi mà mãn nguyện j đâu 😍 nạm mềm ngon, chả tôm homemade cực chất. Thích hợp dzắt gia đình đi ăn sáng chủ nhật.• Quán gia đình nhỏ thôi, nằm giữa 1 rừng chuỗi quán hiện đại xung quanh nhưng vẫn tồn tại đc tới h là hiểu rồi 😋 quán pv nhanh, ăn cay thấy hơi kgian nóng.• 2 ng đi ăn hết 100k cho bữa sáng no nê.","['{FOOD#PRICES, neutral}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, negative}', '{RESTAURANT#GENERAL, positive}', '{SERVICE#GENERAL, positive}']"
#78,"• Cơm Ngon ❤️• Gà Bự, Giòn ❤️• Giá Bình Dân ❤️","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{RESTAURANT#PRICES, positive}']"
#79,"• Gà nướng Anh Tư • Được bạn bè giới thiệu cho quán ni nói cũng ngon nên từ Nam SG cũng ráng lết qua Đông SG ăn 😅😅• Gà nướng 1 con 130k, sau khi ăn 1 con có quyền order thêm 1/2 con chứ kêu 1/2 con từ ban đầu hình như hổng được. Quán đông cực kì nhưng gà lên nhanh, còn nóng sơ sơ nhưng nhanh nguội lắm. Thịt gà mềm, vị ướp vừa ăn, chắc chắn hổng phải gà ta rồi, gà ta làm j có giá này :))) ăn kèm với bánh mì và sốt chấm của quán, sốt chấm cũng ngonn, nói chung mình k có j phàn nàn nhưng mà thiệc tình là thấy hổng có j đặc biệt. So với Ò ó o thì gà bự hơn nhưng nướng có 1 vị thì hơi chán. Điểm tụ tập giá rẻ 👍🏻• Phục vụ tận tình, nhất là khoảng xe cộ, giữ xe miễn phí, khăn lạnh và trà đá tính xiền, đb gà lên nhanh nhưng tính tiền siêu lâuu. Maybe-will-come-back• 2 ng đi ăn thêm trà đá khăn các kiểu phải 150k.","['{LOCATION#GENERAL, negative}', '{FOOD#PRICES, neutral}', '{FOOD#STYLE&OPTIONS, negative}', '{SERVICE#GENERAL, neutral}', '{FOOD#QUALITY, neutral}', '{RESTAURANT#PRICES, positive}', '{RESTAURANT#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}']"
#80,"• Texas Chicken • Định đến ăn gà sốt Tomyum j j đó nhưng quán báo hết :v sẵn tiện ăn thử vị thảo mộc & tỏi mới của quán, quán nói ngonn 😛• Combo 2 miếng 86k có 2 gà giòn, bánh qui bơ, khoai tây chiên & 1 li refill tự do. Gọi thêm 1 gà rời 🍗 36k, ăn 3 miếng dzị 2 ng oke hơn gọi 2 cái combo 😎• Gà ngon, da gà giòn giòn, thảo mộc & tỏi bạn mình nói giống vị hạt nêm mì :)) mình thì thấy nó giốg vị snack, nhiều gia vị v 😭 lần sau ăn gà giòn hoặc tomyumm xem sao, bánh mì cực thơm bơ, 🍟 cũng oke. Tóm lại nhìn chung mọi thử ổn hơn nhiều sau 1 tgian trung thành với Popeyes.• Phục vụ nhanh nhẹn và nhiệt tình, còn lại k có j để phàn nàn, 2 ng ăn hết khoảng 130k xiền gà","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{RESTAURANT#GENERAL, positive}', '{SERVICE#GENERAL, positive}', '{FOOD#PRICES, neutral}']"
#81,"• Trên cả toẹt vời 😍• Vẫn hay ghé đây nhưng ng rỗng túi vì hủ tiếu mì ngon, đậm đà mà ăn vẫn no nê 😝 signature vẫn là hủ tiếu Hồ nhưng mình thích gọi mì hơn, menu của quán phong phú lắm có cả cơm, lẩu, các món đậu hủ, tráng miệng có tofu, bánh flan... Phong cách nước lèo ở đây nhạt nhưng kiểu nước hầm xương chứ k phải nhạt kiểu lạt lẽo 😅 lần nào ăn cũng húp gần hết tô. Thịt gà nòi chắc bà cố, nhai mỏi hàm luôn, đc nguyên cái đùi với cả nhiều thịt lắm 😝 mùi kì dầu k rõ nhưng mình vẫn rất ưng món nàyy• Quán nhỏ, chị pv dễ thương, nhanh nhẹn. Giữ xe miễn phí, khăn lạnh 1k.• 2 ng đi ăn thêm cả trángg miệng khoảng 100k là oke rồi.","['{RESTAURANT#GENERAL, positive}', '{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{AMBIENCE#GENERAL, negative}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, positive}', '{RESTAURANT#PRICES, positive}']"
#82,"~ Bánh canh cua ngon rẻ• Bánh canh cua gia truyền 25k/tô. Giá này hợp túi tiền với một quán bình dzân lề đường mà vẫn đầy đủ topping 😝 nước lèo hơi nhạt một tí, mình vẫn nghe cái mùi mà k ai nghe :)) có lẽ ăn nh sẽ quen 😥 nhưng tụi mình vẫn nhất trí là quán này oke.• Bánh canh có vẻ nhiều, nước lèo có trứng mây như súp cua áh, quẩy 5k, nước mía 5k. Vừa căng bụng 😅😆🎉• Quán vỉa hè phục vụ nhanh nhẹn, tuy k có chỗ giữ xe, phải để dzưới lề đường nên hên xui dzễ hết chỗ lắm. Đối diện trường Cao đẳng kinh tế• 2 người đi ăn hết 60k","['{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{AMBIENCE#GENERAL, neutral}', '{RESTAURANT#GENERAL, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{DRINKS#PRICES, neutral}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#MISCELLANEOUS, negative}']"
#83,"~ Bánh xèo hợp túi xiềnn• Bánh xèo 19k/cái đủ vị bò, tôm, mực.• Tôm và bò ngon còn mực bình thường, k tươi, bánh k đc giòn lắmm. Được cái nước mắm ngon, có 1 chung để đậu tương j đó thơm mùi sả, bỏ chung vô nước mắm ăn thấy ngon hơn hẳn 😆 bánh tráng phải kiu mới có, 2 ng ăn 3 cái vừa ngon hơi thiếu no, ăn thêm ngán chắc :v• Nv phục vụ cũng nhiệt tình, quán đông nên lên món lâu, lâu thèm bánh xèo quá rồi ra đây thấy cũng ưng ý, mong lần sau chiên giòn thêm xíu nữa là toẹtt• 2 ng đi ăn hết khoảng 60k","['{FOOD#PRICES, positive}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, neutral}', '{SERVICE#GENERAL, positive}']"
#84,"~ Gà nướng nhỏ mà có võ, nướng thấm sốt nên ngon cực kì 😄• Gà nướng 139k/con khối lượng cố định của quán. Order xong mới bắt đầu nướng nên hơi lâuu, bù lại gà cực ngonn, thịt mềm nhưng k bở như gà công nghiệp, ướp vừa ăn rồi nên cũng k cần chấm sốt đi kèm nữa 😂😂• Đợt tới đó chỉ ăn gà nướng, lần sau sẽ triển các loại lẩu. Khoảng 300k/2 người","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, neutral}', '{FOOD#PRICES, neutral}']"
#85,"~ Tô chất lượng cho bữa sáng truyền thống toẹt vờii 👍🏻👍🏻• Phở Hoà 260C Pasteur • 1 tô nạm gầu mềm 65k cực chất ăn no căng chất lượng 👍🏻 nước dzùng thấy cũng okee, như ri là được tô phở ngon rồi. Quán đông nên pv hơi lâu, ngoài phở nhiều món tráng miệng lắm như bánh flan, pateso... Giữ xe hình như 4k 😑• 2 ng ăn hết khoảng 140k.","['{FOOD#QUALITY, positive}', '{LOCATION#GENERAL, neutral}', '{SERVICE#GENERAL, negative}', '{FOOD#STYLE&OPTIONS, positive}', '{FOOD#PRICES, neutral}']"
#86,"⛔️THÔNG BÁO⛔️🎄🎊☕️NEW MENU🎊🎊🎊🎊🍛🍴Do Nguồn Nhập Lương Thực _Thực Phẩm Có Chút Biến Động⛔️Nên BÁNH MÌ CHẢO 211 Có Thay Đổi Chút Ít Về Giá$⛔️Bắt Đầu Áp Dụng MENU MỚI Từ Ngày   01/01/2017 (Tết Dương Lịch)⛔️Rất Mong Quý Thực Khách Chấp Nhận & Tiếp Tục Ủng Hộ QuánVới tiêu chí:+ Chất lượng món ăn là ưu tiên hàng đầu của quán.+ Sạch sẽ, vệ sinh an toàn thực phẩm+Phục vụ tốt ,giá cả hợp lýQuán đã được quý thực khách chấp nhận & ủng hộ trong suốt thời gian qua.Thanks All❤️❤️❤️❤️❤️❤️❤️❤️ ⛔️Những ngày cuối của năm cũ 2016 sắp đi qua,năm mới 2017 sắp đếnChúc mọi người sang năm mới nhiều may mắn,hạnh phúc,thành công trên mọi lĩnh vực.❤️Xuân này hơn hẳn mấy xuân qua. Phúc lộc đưa nhau đến từng nhà. Vài lời cung chúc tân niên mới. Vạn sự an khang vạn sự lành.","['{FOOD#PRICES, neutral}', '{FOOD#QUALITY, positive}', '{RESTAURANT#MISCELLANEOUS, positive}', '{SERVICE#GENERAL, positive}', '{RESTAURANT#PRICES, positive}']"
#87,"✨ Nem nướng Nha Trang là món đặc biệt nhất ở đây, siêu ngon, bình thường nem nướng không có bún, nhưng thêm bún vào thì no hơn✨ Ngoài ra bún cá ở đây siêu ngon, có sứa, chả cá, cá, vị vừa, hải sản tươi ngon nè✨ Bánh hỏi cũng khá ngon","['{FOOD#QUALITY, positive}', '{FOOD#STYLE&OPTIONS, positive}']"
#88,"✨Bún bò ở đây đầy ắp tràn tô, trong tô đầy đủ thịt, chả các loại✨ Bún ở đây cực kì đặc biệt là vì được làm tại quán, có nhiều màu, nhưng màu không phải vì hoá chất đâu nha, màu của bún làm từ rau củ luôn nè✨ Bún có 5 màu: ngoại trừ màu trắng truyền thống thì bún tím làm từ bắp cải tím, sợi bún vàng lấy màu từ bí đỏ, xanh là từ cải bó xôi, cam là màu từ gấc✨ Tô chỉ có 59k thôi nha","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}']"
#89,"❤❤COMBO SIÊU HOÀNH TRÁNG CHÀO MỪNG 8-3❤❤"" ĐÁNH DẤU NGAY VÀ LUÔN THÔI NÀO""😍😍😍Nhân dịp quốc tế phụ nữ sắp kéo đến nè, từ ngày 3-3 chương trình khuyến mãi với những COMBO món hấp dẫn tràn trề mà giá cực tiết kiệm,cực rẻ mà no cành lun👍👍👍+ COMBO 99K 🐷1/ Tokbokki trứng2/  Lẩu kim chi3/  Bánh bạch tuộc trứng cút4/  Trà sữa Phố Nhỏ + COMBO 169K 🐷🐷1/  Tokbokki hải sản2/   Kimpap thanh cua3/   Lẩu kim chi4/   Gà sốt cay5/   Bộ đôi trà sữa Phố Nhỏ+ COMBO 239K 🐷🐷🐷1/   Tokbokki thanh cua2/   Kimpap chà bông3/   Lẩu Hải Sản4/   Bánh bạch tuộc trứng cút5/   Thịt bò cuộn phô mai Hàn quốc6/   Kim chi 7/   Bộ đôi trà sữa Phố nhỏ+ COMBO 299k 🐷🐷🐷🐷1/   Tokbokki hải sản2/   Kimpap chà bông3/   Trứng cút PhôMai4/   Lẩu bò cay5/   Gà cay Phủ phô mai6/   Cơm trộn Hàn Quốc7/   Bánh bạch tuộc trứng cút8/   Bộ đôi trà sữa Phố nhỏ👍👍Chương trinh kéo dài từ 3-3 đến 15-3💖💓 🙋Địa chỉ:71/1 lê trọng tấn,phường sơn kì,quận Tân Phú😇Fb: http://www.facebook.com/Phonho/","['{FOOD#STYLE&OPTIONS, positive}', '{FOOD#QUALITY, positive}', '{FOOD#PRICES, positive}', '{LOCATION#GENERAL, neutral}']"
